"","code","name","theme","source","freq","lastupdate","status"
"440","FUNCEX_MVMOV2N","Importações - móveis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"441","FUNCEX_MVOUTTRANS2N","Importações - outros equipamentos de transporte - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"442","FUNCEX_MVPAP2N","Importações - celulose, papel e produtos de papel - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"443","FUNCEX_MVPES2N","Importações - pesca e aqüicultura - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"444","FUNCEX_MVPETCOMB2N","Importações - derivados do petróleo - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"445","FUNCEX_MVPLAS2N","Importações - produtos de borracha e material plástico - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"446","FUNCEX_MVQUIM2N","Importações - produtos químicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"447","FUNCEX_MVTEXT2N","Importações - produtos têxteis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"448","FUNCEX_MVVEIC2N","Importações - veículos automotores, reboques, carrocerias - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"449","FUNCEX_MVVEST2N","Importações - artigos de vestuário e acessórios - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"450","FUNCEX_TTR","Termos de troca - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"451","FUNCEX_XPAGP2N","Exportações - agricultura e pecuária - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"452","FUNCEX_XPB","Exportações - produtos básicos - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"453","FUNCEX_XPBI","Exportações - bens intermediários - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"454","FUNCEX_XPBK","Exportações - bens de capital - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"455","FUNCEX_XPCOMB","Exportações - combustíveis - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"456","FUNCEX_XPEPET2N","Exportações - extração de petróleo e gás natural - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"457","FUNCEX_XPFARM2N","Exportações - produtos farmoquímicos farmacêuticos - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"458","FUNCEX_XPM","Exportações - produtos manufaturados - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"459","FUNCEX_XPPAP2N","Exportações - celulose, papel e produtos de papel - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"460","FUNCEX_XPPETCOMB2N","Exportações - derivados do petróleo - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"461","FUNCEX_XPT","Exportações - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"462","FUNCEX_XPVEST2N","Exportações - artigos de vestuário e acessórios - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"463","FUNCEX_XQAGP2N","Exportações - agricultura e pecuária - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"464","FUNCEX_XQB","Exportações - produtos básicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"465","FUNCEX_XQBCD","Exportações - bens de consumo duráveis - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"466","FUNCEX_XQBCND","Exportações - bens de consumo não duráveis - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"467","FUNCEX_XQBK","Exportações - bens de capital - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"468","FUNCEX_XQDIV2N","Exportações - indústrias diversas - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"469","FUNCEX_XQFARM2N","Exportações - produtos farmoquímicos farmacêuticos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"470","FUNCEX_XQM","Exportações - produtos manufaturados - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"471","FUNCEX_XQQUIM2N","Exportações - produtos químicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"472","FUNCEX_XQS","Exportações - produtos semi-manufaturados - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"473","FUNCEX_XQT","Exportações - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"474","FUNCEX_XVAGP2N","Exportações - agricultura e pecuária - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"475","FUNCEX_XVAL2N","Exportações - produtos alimentícios - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"476","FUNCEX_XVB","Exportações - produtos básicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"477","FUNCEX_XVBCD","Exportações - bens de consumo duráveis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"478","FUNCEX_XVBCND","Exportações - bens de consumo não duráveis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"479","FUNCEX_XVBEB2N","Exportações - bebidas - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"480","FUNCEX_XVBI","Exportações - bens intermediários - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"481","FUNCEX_XVBK","Exportações - bens de capital - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"482","FUNCEX_XVCAL2N","Exportações - couros, artefatos de couro e calçados - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"483","FUNCEX_XVCOMB","Exportações - combustíveis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"484","FUNCEX_XVDIV2N","Exportações - indústrias diversas - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"485","FUNCEX_XVECARV2N","Exportações - extração de carvão mineral - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"486","FUNCEX_XVEMM2N","Exportações - extração de minerais metálicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"487","FUNCEX_XVEMNM2N","Exportações - extração de minerais não-metálicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"488","FUNCEX_XVEPET2N","Exportações - extração de petróleo e gás natural - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"489","FUNCEX_XVFARM2N","Exportações - produtos farmoquímicos farmacêuticos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"490","FUNCEX_XVFUMO2N","Exportações - produtos do fumo - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"491","FUNCEX_XVIXVG2N","Exportações - impressão e reprodução de gravações - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"492","FUNCEX_XVM","Exportações - produtos manufaturados - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"493","FUNCEX_XVMAD2N","Exportações - produtos de madeira - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"494","FUNCEX_XVMAQELET2N","Exportações - máquinas, aparelhos e materiais elétricos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"495","FUNCEX_XVMAQEQU2N","Exportações - máquinas e equipamentos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"496","FUNCEX_XVMAQINF2N","Exportações - equipamentos de informática, eletrônicos e ópticos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"497","FUNCEX_XVMET2N","Exportações - produtos de metal - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"498","FUNCEX_XVMETBAS2N","Exportações - metalurgia - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"499","FUNCEX_XVMNM2N","Exportações - produtos de minerais não-metálicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"500","FUNCEX_XVMOV2N","Exportações - móveis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"501","FUNCEX_XVOUTTRANS2N","Exportações - outros equipamentos de transporte - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"502","FUNCEX_XVPAP2N","Exportações - celulose, papel e produtos de papel - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"503","FUNCEX_XVPES2N","Exportações - pesca e aqüicultura - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"504","FUNCEX_XVPETCOMB2N","Exportações - derivados do petróleo - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"505","FUNCEX_XVPLAS2N","Exportações - produtos de borracha e material plástico - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"506","FUNCEX_XVQUIM2N","Exportações - produtos químicos - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"507","FUNCEX_XVS","Exportações - produtos semi-manufaturados - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"508","FUNCEX_XVT","Exportações - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"509","FUNCEX_XVTEXT2N","Exportações - produtos têxteis - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"510","FUNCEX_XVVEIC2N","Exportações - veículos automotores, reboques, carrocerias - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Active"
"511","FUNCEX_XVVEST2N","Exportações - artigos de vestuário e acessórios - (FOB)","Macroeconomic","Funcex","Yearly",2025-03-17,"Inactive"
"512","FUNCEX12_MDPBIGCE12","Importações - bens intermediários - preços - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"513","FUNCEX12_MDPBKGCE12","Importações - bens de capital - preços - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"514","FUNCEX12_MDPCOMBGCE12","Importações - combustíveis - preços - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"515","FUNCEX12_MDPT12","Importações - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"516","FUNCEX12_MDQBCDGCE12","Importações - bens de consumo duráveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"517","FUNCEX12_MDQBCNDGCE12","Importações - bens de consumo não duráveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"518","FUNCEX12_MDQBIGCE12","Importações - bens intermediários - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"519","FUNCEX12_MDQBKGCE12","Importações - bens de capital - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"520","FUNCEX12_MDQCOMBGCE12","Importações - combustíveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"521","FUNCEX12_MDQT12","Importações - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"522","FUNCEX12_MDVBCDGCE12","Importações - bens de consumo duráveis - (FOB) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"523","FUNCEX12_MDVBCNDGCE12","Importações - bens de consumo não duráveis - (FOB) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"524","FUNCEX12_MDVBIGCE12","Importações - bens intermediários - (FOB) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"525","FUNCEX12_MDVBKGCE12","Importações - bens de capital - (FOB) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"526","FUNCEX12_MDVBNCGCE12","Importações - bens não classificados - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"527","FUNCEX12_MDVCOMBGCE12","Importações - combustíveis - (FOB) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"528","FUNCEX12_MPAGP2N12","Importações - agricultura e pecuária - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"529","FUNCEX12_MPEPET2N12","Importações - extração de petróleo e gás natural - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"530","FUNCEX12_MPPAP2N12","Importações - celulose, papel e produtos de papel - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"531","FUNCEX12_MPPETCOMB2N12","Importações - derivados do petróleo - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"532","FUNCEX12_MQAGP2N12","Importações - agricultura e pecuária - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"533","FUNCEX12_MQAL2N12","Importações - produtos alimentícios - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"534","FUNCEX12_MQBEB2N12","Importações - bebidas - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"535","FUNCEX12_MQCAL2N12","Importações - couros, artefatos de couro e calçados - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"536","FUNCEX12_MQDIV2N12","Importações - indústrias diversas - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"537","FUNCEX12_MQEMM2N12","Importações - extração de minerais metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"538","FUNCEX12_MQEMNM2N12","Importações - extração de minerais não-metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"539","FUNCEX12_MQEPET2N12","Importações - extração de petróleo e gás natural - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"540","FUNCEX12_MQFARM2N12","Importações - produtos farmoquímicos farmacêuticos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"541","FUNCEX12_MQFUMO2N12","Importações - produtos do fumo - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"542","FUNCEX12_MQIMQG2N12","Importações - impressão e reprodução de gravações - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"543","FUNCEX12_MQMAD2N12","Importações - produtos de madeira - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"544","FUNCEX12_MQMAQELET2N12","Importações - máquinas, aparelhos e materiais elétricos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"545","FUNCEX12_MQMAQEQU2N12","Importações - máquinas e equipamentos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"546","FUNCEX12_MQMAQINF2N12","Importações - equipamentos de informática, eletrônicos e ópticos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"547","FUNCEX12_MQMET2N12","Importações - produtos de metal - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"548","FUNCEX12_MQMETBAS2N12","Importações - metalurgia - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"549","FUNCEX12_MQMNM2N12","Importações - produtos de minerais não-metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"550","FUNCEX12_MQMOV2N12","Importações - móveis - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"551","FUNCEX12_MQOUTTRANS2N12","Importações - outros equipamentos de transporte - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"552","FUNCEX12_MQPAP2N12","Importações - celulose, papel e produtos de papel - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"553","FUNCEX12_MQPES2N12","Importações - pesca e aqüicultura - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"554","FUNCEX12_MQPETCOMB2N12","Importações - derivados do petróleo - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"555","FUNCEX12_MQPLAS2N12","Importações - produtos de borracha e material plástico - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"556","FUNCEX12_MQPRF2N12","Importações - produção florestal - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"557","FUNCEX12_MQQUIM2N12","Importações - produtos químicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"558","FUNCEX12_MQTEXT2N12","Importações - produtos têxteis - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"559","FUNCEX12_MQVEIC2N12","Importações - veículos automotores, reboques, carrocerias - quantum - índice(média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"560","FUNCEX12_MQVEST2N12","Importações - artigos de vestuário e acessórios - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"561","FUNCEX12_MVAGP2N12","Importações - agricultura e pecuária - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"562","FUNCEX12_MVAL2N12","Importações - produtos alimentícios - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"563","FUNCEX12_MVBEB2N12","Importações - bebidas - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"564","FUNCEX12_MVDIV2N12","Importações - indústrias diversas - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"565","FUNCEX12_MVEPET2N12","Importações - extração de petróleo e gás natural - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"566","FUNCEX12_MVFARM2N12","Importações - produtos farmoquímicos farmacêuticos - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"567","FUNCEX12_MVMAQELET2N12","Importações - máquinas, aparelhos e materiais elétricos - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"568","FUNCEX12_MVMAQEQU2N12","Importações - máquinas e equipamentos - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"569","FUNCEX12_MVMAQINF2N12","Importações - equipamentos de informática, eletrônicos e ópticos - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"570","FUNCEX12_MVPAP2N12","Importações - celulose, papel e produtos de papel - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"571","FUNCEX12_MVPETCOMB2N12","Importações - derivados do petróleo - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"572","FUNCEX12_MVPLAS2N12","Importações - produtos de borracha e material plástico - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"573","FUNCEX12_MVVEIC2N12","Importações - veículos automotores, reboques, carrocerias - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"574","FUNCEX12_MVVEST2N12","Importações - artigos de vestuário e acessórios - (FOB)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"575","FUNCEX12_TTR12","Termos de troca - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"576","FUNCEX12_XPAGP2N12","Exportações - agricultura e pecuária - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"577","FUNCEX12_XPBCDGCE12","Exportações - bens de consumo duráveis - preços - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"578","FUNCEX12_XPCAL2N12","Exportações - couros, artefatos de couro e calçados - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"579","FUNCEX12_XPCOMBGCE12","Exportações - combustíveis - preços - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"580","FUNCEX12_XPM12","Exportações - produtos manufaturados - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"581","FUNCEX12_XPMAQELET2N12","Exportações - máquinas, aparelhos e materiais elétricos - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"582","FUNCEX12_XPMAQEQU2N12","Exportações - máquinas e equipamentos - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"583","FUNCEX12_XPMAQINF2N12","Exportações - equipamentos de informática, eletrônicos e ópticos - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"584","FUNCEX12_XPMOV2N12","Exportações - móveis - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"585","FUNCEX12_XPOUTTRANS2N12","Exportações - outros equipamentos de transporte - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"586","FUNCEX12_XPPAP2N12","Exportações - celulose, papel e produtos de papel - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"587","FUNCEX12_XPPETCOMB2N12","Exportações - derivados do petróleo - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"588","FUNCEX12_XPT12","Exportações - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"589","FUNCEX12_XPVEST2N12","Exportações - artigos de vestuário e acessórios - preços - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"590","FUNCEX12_XQAGP2N12","Exportações - agricultura e pecuária - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"591","FUNCEX12_XQAL2N12","Exportações - produtos alimentícios - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"592","FUNCEX12_XQB12","Exportações - produtos básicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"593","FUNCEX12_XQBCDGCE12","Exportações - bens de consumo duráveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"594","FUNCEX12_XQBCNDGCE12","Exportações - bens de consumo não duráveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"595","FUNCEX12_XQBEB2N12","Exportações - bebidas - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"596","FUNCEX12_XQBIGCE12","Exportações - bens intermediários - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"597","FUNCEX12_XQBKGCE12","Exportações - bens de capital - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"598","FUNCEX12_XQCAL2N12","Exportações - couros, artefatos de couro e calçados - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"599","FUNCEX12_XQCOMBGCE12","Exportações - combustíveis - quantum - índice (média 2018 = 100) (série nova)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"600","FUNCEX12_XQDIV2N12","Exportações - indústrias diversas - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"601","FUNCEX12_XQEMM2N12","Exportações - extração de minerais metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"602","FUNCEX12_XQEMNM2N12","Exportações - extração de minerais não-metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"603","FUNCEX12_XQEPET2N12","Exportações - extração de petróleo e gás natural - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"604","FUNCEX12_XQFARM2N12","Exportações - produtos farmoquímicos farmacêuticos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Active"
"605","FUNCEX12_XQFUMO2N12","Exportações - produtos do fumo - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"606","FUNCEX12_XQIXQG2N12","Exportações - impressão e reprodução de gravações - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"607","FUNCEX12_XQM12","Exportações - produtos manufaturados - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"608","FUNCEX12_XQMAD2N12","Exportações - produtos de madeira - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"609","FUNCEX12_XQMAQELET2N12","Exportações - máquinas, aparelhos e materiais elétricos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"610","FUNCEX12_XQMAQEQU2N12","Exportações - máquinas e equipamentos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"611","FUNCEX12_XQMAQINF2N12","Exportações - equipamentos de informática, eletrônicos e ópticos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"612","FUNCEX12_XQMET2N12","Exportações - produtos de metal - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"613","FUNCEX12_XQMETBAS2N12","Exportações - metalurgia - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"614","FUNCEX12_XQMNM2N12","Exportações - produtos de minerais não-metálicos - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
"615","FUNCEX12_XQMOV2N12","Exportações - móveis - quantum - índice (média 2018 = 100)","Macroeconomic","Funcex","Monthly",2025-07-16,"Inactive"
